Application_ID,Age,Education,Employment_Type,Marital_Status,Dependents,Property_Area,Experience_Years,Monthly_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Existing_Loan,EMI,Savings,Debt_to_Income_Ratio,Loan_Approved
APP-02124,43,PhD,Salaried,Married,2,Semiurban,19,164465,688,884646,36,No,30091,1378421,0.183,1
APP-02125,48,Matric,Salaried,Married,3,Rural,23,195764,574,2877095,36,No,88797,1653718,0.454,0
APP-02126,22,Intermediate,Salaried,Married,2,Semiurban,0,62979,715,2775469,48,No,67371,528431,1.07,0
APP-02127,34,Bachelor,Salaried,Married,3,Urban,7,198931,509,649546,36,No,21682,860756,0.109,1
APP-02128,22,Matric,Self-employed,Single,2,Rural,0,150659,626,176789,84,Yes,2482,1266122,0.016,0
APP-02129,29,Bachelor,Salaried,Married,0,Urban,0,56585,597,2883582,48,No,73146,190176,1.293,0
APP-02130,28,Master,Unemployed,Married,3,Urban,3,69334,492,2474285,84,No,33247,515174,0.48,0
APP-02131,51,PhD,Salaried,Married,4,Urban,28,245868,551,2290867,12,Yes,240009,669710,0.976,0
APP-02132,49,Master,Self-employed,Married,4,Semiurban,25,201636,624,1673930,60,No,30415,1320379,0.151,1
APP-02133,39,Master,Salaried,Single,3,Rural,15,224813,693,2615511,60,Yes,50005,1549968,0.222,1
APP-02134,26,Intermediate,Self-employed,Married,1,Rural,0,111944,608,649457,24,No,34866,164524,0.311,0
APP-02135,43,Master,Salaried,Married,3,Semiurban,16,166202,578,1677915,84,Yes,21840,678235,0.131,1
APP-02136,45,Matric,Unemployed,Married,1,Urban,16,54182,706,192543,60,No,3745,186150,0.069,0
APP-02137,53,Master,Salaried,Single,2,Rural,27,207220,772,235787,12,Yes,22842,1024804,0.11,1
APP-02138,30,Master,Self-employed,Single,4,Semiurban,2,242651,704,2936822,60,No,60125,19251,0.248,1
APP-02139,60,Matric,Salaried,Single,4,Rural,32,127285,650,454298,84,No,5981,588905,0.047,1
APP-02140,29,PhD,Unemployed,Married,1,Urban,2,78984,646,270625,48,No,6520,70313,0.083,1
APP-02141,31,Intermediate,Business,Single,3,Rural,9,138635,707,1739275,36,Yes,54890,601020,0.396,0
APP-02142,37,Bachelor,Business,Married,0,Semiurban,8,106413,672,2046562,24,No,102457,634478,0.963,1
APP-02143,25,Bachelor,Business,Single,0,Urban,0,218453,503,1587957,36,No,55256,829253,0.253,1
APP-02144,48,Master,Self-employed,Single,1,Urban,25,205365,658,2404987,84,Yes,32273,1403201,0.157,1
APP-02145,60,Master,Salaried,Single,0,Rural,37,165553,765,1906131,72,Yes,30620,793416,0.185,1
APP-02146,22,Intermediate,Unemployed,Married,2,Rural,0,24787,480,916427,12,No,90447,142749,3.649,0
APP-02147,25,Bachelor,Salaried,Married,1,Rural,1,84218,711,283937,48,No,7656,191756,0.091,1
APP-02148,27,Intermediate,Salaried,Married,4,Semiurban,3,77676,708,2994173,60,No,54082,338278,0.696,0
APP-02149,23,Intermediate,Business,Married,2,Semiurban,0,267815,630,405607,48,No,10751,1210052,0.04,1
APP-02150,48,Bachelor,Business,Single,2,Semiurban,19,272355,766,2705570,36,No,83853,1827352,0.308,1
APP-02151,24,Bachelor,Salaried,Married,2,Urban,0,63985,650,1136858,36,Yes,34691,112776,0.542,0
APP-02152,30,Matric,Business,Single,4,Semiurban,5,69736,657,1863155,60,No,34587,505728,0.496,0
APP-02153,63,Intermediate,Unemployed,Married,1,Semiurban,41,57129,688,2612244,60,No,54033,332794,0.946,0
APP-02154,28,Bachelor,Self-employed,Married,3,Urban,5,72501,694,337401,60,Yes,6568,473268,0.091,1
APP-02155,29,Master,Self-employed,Single,2,Urban,5,109686,723,1810941,84,Yes,27299,302042,0.249,1
APP-02156,43,Bachelor,Self-employed,Married,0,Rural,21,204696,727,2429626,72,No,39252,55503,0.192,1
APP-02157,57,Bachelor,Business,Married,2,Semiurban,34,278091,594,1872634,60,Yes,35907,2218345,0.129,0
APP-02158,62,Bachelor,Business,Married,4,Urban,37,285247,661,988046,12,Yes,92966,899411,0.326,0
APP-02159,39,Intermediate,Self-employed,Single,4,Urban,12,227004,778,320708,48,No,7848,170492,0.035,1
APP-02160,38,Master,Business,Single,1,Rural,15,188447,671,675854,36,No,20473,1079875,0.109,1
APP-02161,49,PhD,Salaried,Married,3,Urban,27,182029,811,731967,72,No,11713,1252166,0.064,1
APP-02162,61,Intermediate,Business,Single,4,Semiurban,37,142784,646,888161,60,No,19032,546701,0.133,0
APP-02163,25,Master,Business,Married,1,Urban,3,216153,636,1900312,48,No,50040,1942504,0.232,1
APP-02164,34,Bachelor,Self-employed,Married,0,Rural,7,123873,694,2525974,24,Yes,132157,339095,1.067,0
APP-02165,37,Intermediate,Business,Single,4,Urban,13,272332,813,1226175,60,No,22481,1975782,0.083,1
APP-02166,47,Intermediate,Salaried,Single,2,Semiurban,25,95814,633,280073,36,Yes,10042,680805,0.105,1
APP-02167,63,Bachelor,Salaried,Single,1,Urban,35,115895,624,982318,12,Yes,99329,164850,0.857,0
APP-02168,42,Bachelor,Business,Married,1,Semiurban,17,251956,557,2605496,84,No,38167,773203,0.151,1
APP-02169,38,Intermediate,Self-employed,Single,2,Urban,16,236611,694,2344614,72,No,38524,879046,0.163,1
APP-02170,42,Master,Salaried,Single,1,Semiurban,17,165649,735,186467,60,No,3619,1459811,0.022,1
APP-02171,32,Intermediate,Salaried,Married,3,Semiurban,3,84130,662,1765771,84,Yes,24690,334640,0.293,1
APP-02172,33,Bachelor,Salaried,Married,2,Urban,7,198697,678,2683178,12,Yes,287767,1370778,1.448,0
APP-02173,37,Intermediate,Unemployed,Single,4,Urban,8,50690,525,1651654,72,No,26459,12048,0.522,0
APP-02174,52,Intermediate,Salaried,Married,3,Urban,28,180371,692,733796,12,Yes,75829,1200540,0.42,1
APP-02175,36,PhD,Business,Married,1,Urban,8,218200,742,897035,60,No,17353,328462,0.08,1
APP-02176,40,Bachelor,Salaried,Married,0,Semiurban,14,191159,807,525770,72,No,8842,787313,0.046,1
APP-02177,46,Master,Salaried,Single,1,Semiurban,23,168567,736,2597328,36,No,88522,225175,0.525,1
APP-02178,25,Intermediate,Salaried,Married,2,Rural,0,143156,606,1680453,36,No,58085,1063231,0.406,1
APP-02179,24,Matric,Self-employed,Single,3,Rural,0,58233,690,2962317,72,Yes,51615,186968,0.886,0
APP-02180,23,Bachelor,Salaried,Married,4,Semiurban,0,166930,762,1077152,60,No,19565,548760,0.117,1
APP-02181,44,Bachelor,Salaried,Married,0,Urban,21,108758,561,2922722,36,No,96011,516830,0.883,1
APP-02182,61,Bachelor,Self-employed,Married,2,Semiurban,37,244999,743,1107397,60,No,20038,794229,0.082,1
APP-02183,28,Bachelor,Salaried,Married,2,Urban,0,130919,691,692921,24,Yes,36092,119582,0.276,1
APP-02184,36,Bachelor,Self-employed,Married,2,Semiurban,8,183386,792,1304465,72,Yes,21591,263186,0.118,1
APP-02185,39,Bachelor,Salaried,Married,2,Semiurban,10,215995,639,279718,72,Yes,4353,880321,0.02,1
APP-02186,37,Bachelor,Salaried,Married,4,Urban,8,156056,751,1719850,48,Yes,43793,968976,0.281,1
APP-02187,41,Bachelor,Self-employed,Married,3,Urban,18,204379,759,1731035,60,No,32173,1331074,0.157,1
APP-02188,53,Bachelor,Salaried,Married,1,Rural,31,185632,739,856649,60,Yes,17083,427230,0.092,1
APP-02189,60,Matric,Self-employed,Married,2,Urban,38,284442,641,109525,12,No,11310,1119023,0.04,1
APP-02190,35,Matric,Salaried,Married,1,Urban,12,132734,689,1777000,24,Yes,89457,269797,0.674,0
APP-02191,43,Bachelor,Business,Single,3,Urban,17,197432,716,1781986,72,No,28653,1657741,0.145,1
APP-02192,49,Master,Salaried,Single,1,Urban,25,126135,670,143314,72,No,2435,10059,0.019,1
APP-02193,60,Bachelor,Salaried,Married,0,Urban,35,221531,616,2955803,36,Yes,89118,717933,0.402,1
APP-02194,50,Intermediate,Salaried,Married,3,Urban,24,222793,678,960717,12,Yes,98974,498041,0.444,1
APP-02195,44,Bachelor,Salaried,Married,0,Semiurban,16,151830,624,2648616,36,No,81044,306727,0.534,1
APP-02196,34,Matric,Salaried,Married,2,Urban,10,154929,692,1708867,60,Yes,32436,57114,0.209,1
APP-02197,64,Bachelor,Salaried,Married,4,Semiurban,40,156021,756,145738,12,Yes,14988,1378427,0.096,1
APP-02198,49,Intermediate,Business,Married,4,Urban,21,190609,850,2848054,12,No,273573,1621321,1.435,1
APP-02199,41,Intermediate,Self-employed,Single,1,Urban,15,123288,608,2709529,36,Yes,97718,224579,0.793,0
APP-02200,42,Bachelor,Salaried,Single,4,Urban,14,178449,691,1710287,48,No,43590,1031666,0.244,1
APP-02201,45,Master,Salaried,Single,3,Rural,19,184395,669,2576227,12,No,244964,1241793,1.328,1
APP-02202,29,Master,Business,Married,0,Urban,5,127798,725,1306022,36,No,44102,1014575,0.345,1
APP-02203,64,Matric,Self-employed,Married,2,Urban,35,172284,746,2290754,12,No,210078,699653,1.219,1
APP-02204,33,Bachelor,Unemployed,Married,4,Rural,6,52015,676,698225,72,No,12544,277405,0.241,0
APP-02205,53,Bachelor,Salaried,Single,4,Semiurban,26,219593,767,1160441,36,Yes,39998,612151,0.182,1
APP-02206,31,Intermediate,Unemployed,Married,0,Semiurban,3,31262,559,131611,12,No,13656,29481,0.437,0
APP-02207,41,Master,Unemployed,Married,0,Rural,17,83026,680,1996079,72,No,36036,149570,0.434,1
APP-02208,58,Bachelor,Business,Single,4,Semiurban,36,267925,850,2364896,60,No,47714,207311,0.178,1
APP-02209,52,Master,Self-employed,Married,0,Semiurban,27,268631,653,679302,36,Yes,24527,1970687,0.091,1
APP-02210,52,Bachelor,Salaried,Married,0,Urban,24,156367,602,2544240,48,No,60336,678944,0.386,1
APP-02211,58,Bachelor,Salaried,Single,4,Semiurban,29,130027,493,149769,48,Yes,4037,143541,0.031,0
APP-02212,35,PhD,Business,Married,1,Semiurban,12,325494,813,2766457,60,No,50120,2408661,0.154,1
APP-02213,44,Intermediate,Salaried,Married,1,Semiurban,17,206411,580,2279206,60,No,47347,1414310,0.229,1
APP-02214,50,Bachelor,Business,Married,3,Urban,25,231941,695,1795305,36,No,58044,265329,0.25,1
APP-02215,61,Bachelor,Self-employed,Married,0,Semiurban,38,193620,638,2533412,48,No,61804,790013,0.319,1
APP-02216,43,Bachelor,Salaried,Single,3,Semiurban,14,177378,693,2552538,24,Yes,115905,126151,0.653,0
APP-02217,44,Master,Business,Married,0,Urban,17,354843,572,2290558,24,No,110017,511437,0.31,1
APP-02218,23,Bachelor,Self-employed,Single,4,Urban,0,62893,502,474386,72,Yes,7244,521919,0.115,0
APP-02219,26,Intermediate,Business,Married,2,Rural,3,237264,503,1229504,36,No,37375,1229295,0.158,1
APP-02220,30,PhD,Business,Single,0,Rural,6,281676,568,643406,12,Yes,62722,449815,0.223,1
APP-02221,27,Bachelor,Self-employed,Single,3,Rural,3,73370,612,1023557,72,No,16425,401692,0.224,1
APP-02222,26,Master,Self-employed,Single,4,Rural,3,147418,729,2774046,72,No,43224,456967,0.293,1
APP-02223,26,Bachelor,Salaried,Married,2,Urban,0,111123,850,2559319,84,No,32956,710009,0.297,1
APP-02224,22,Master,Salaried,Married,1,Semiurban,0,142739,577,1640845,48,Yes,37307,938826,0.261,1
APP-02225,42,Master,Salaried,Married,2,Urban,16,151543,702,1911598,12,Yes,191752,917317,1.265,0
APP-02226,53,Master,Salaried,Single,2,Urban,25,237277,841,843351,72,Yes,14154,2086151,0.06,1
APP-02227,33,Bachelor,Unemployed,Married,1,Semiurban,4,42102,675,2511065,36,No,76587,229987,1.819,0
APP-02228,29,Intermediate,Business,Married,4,Rural,0,101013,702,872497,24,No,46857,49420,0.464,0
APP-02229,39,Bachelor,Salaried,Single,1,Rural,11,105706,627,965081,48,No,22959,801273,0.217,1
APP-02230,35,Matric,Salaried,Married,0,Urban,9,128540,850,1933752,72,No,32296,876452,0.251,1
APP-02231,45,Intermediate,Self-employed,Married,4,Urban,18,197203,688,2300737,60,No,42420,1615452,0.215,1
APP-02232,62,Bachelor,Self-employed,Married,1,Semiurban,40,165278,633,2621120,72,Yes,42365,214026,0.256,0
APP-02233,46,Bachelor,Unemployed,Single,3,Rural,20,92206,554,2739996,24,No,124346,636499,1.349,0
APP-02234,62,Intermediate,Self-employed,Married,0,Urban,40,106331,659,201495,36,No,6960,753540,0.065,1
APP-02235,26,Intermediate,Self-employed,Single,2,Semiurban,0,106368,590,564510,12,No,60329,14428,0.567,0
APP-02236,37,Matric,Salaried,Married,2,Semiurban,8,166415,765,1143575,24,No,58141,776177,0.349,1
APP-02237,46,Intermediate,Salaried,Single,1,Semiurban,23,103728,585,2825729,12,No,258359,578521,2.491,0
APP-02238,21,Intermediate,Unemployed,Single,1,Urban,0,38652,633,2984009,12,No,312927,216665,8.096,0
APP-02239,57,Matric,Salaried,Single,2,Urban,33,148813,744,853353,60,Yes,17042,202154,0.115,1
APP-02240,48,Intermediate,Self-employed,Married,3,Urban,25,108973,510,2471595,72,No,39481,755401,0.362,0
APP-02241,27,Bachelor,Self-employed,Married,1,Semiurban,2,159869,602,1789638,48,No,40760,1387234,0.255,1
APP-02242,64,Master,Self-employed,Married,0,Urban,35,266524,672,2411337,72,No,38154,1934724,0.143,1
APP-02243,49,Master,Salaried,Married,2,Urban,26,126066,590,515988,24,Yes,24178,279919,0.192,1
APP-02244,40,Master,Unemployed,Married,2,Urban,14,77856,623,1837952,24,No,97378,129714,1.251,0
APP-02245,23,Matric,Business,Single,0,Semiurban,0,114694,647,906584,72,No,13960,615789,0.122,1
APP-02246,36,Master,Unemployed,Single,4,Semiurban,8,66711,467,1358073,24,No,68975,124863,1.034,0
APP-02247,45,Bachelor,Salaried,Married,4,Urban,17,125144,448,2112196,48,No,55567,772492,0.444,1
APP-02248,55,Bachelor,Self-employed,Single,0,Semiurban,30,137351,726,133750,24,Yes,6845,254365,0.05,1
APP-02249,63,Intermediate,Salaried,Married,2,Semiurban,34,194664,653,878403,60,No,17745,59253,0.091,1
APP-02250,45,Bachelor,Business,Married,3,Urban,19,126003,653,1122847,36,Yes,40156,564838,0.319,1
APP-02251,48,Intermediate,Salaried,Married,4,Urban,22,78103,814,768128,84,No,11244,30032,0.144,1
APP-02252,50,Master,Salaried,Single,2,Urban,26,125583,796,558105,24,No,30177,185330,0.24,1
APP-02253,24,Master,Salaried,Married,0,Urban,1,203929,674,971815,24,No,49752,1382506,0.244,1
APP-02254,61,Bachelor,Salaried,Married,3,Semiurban,39,199952,611,2768831,24,No,149811,1408287,0.749,0
APP-02255,61,Bachelor,Business,Single,4,Urban,37,355500,659,587656,24,No,31399,1939618,0.088,1
APP-02256,25,Intermediate,Unemployed,Single,2,Rural,0,32321,678,1883497,60,No,36088,243509,1.117,0
APP-02257,61,Bachelor,Salaried,Single,4,Urban,33,121677,699,1164936,12,Yes,115467,954726,0.949,0
APP-02258,25,Master,Salaried,Married,3,Urban,1,188065,782,2885036,36,Yes,100623,1343194,0.535,1
APP-02259,62,Intermediate,Salaried,Married,1,Urban,36,207248,668,521499,36,No,15919,856789,0.077,1
APP-02260,48,Master,Salaried,Married,3,Urban,22,120050,669,318163,12,No,34159,363581,0.285,1
APP-02261,59,Intermediate,Business,Single,4,Urban,30,185892,593,180632,60,No,3376,1078430,0.018,1
APP-02262,52,Bachelor,Self-employed,Married,1,Urban,30,187595,724,220965,84,No,3044,224611,0.016,1
APP-02263,42,PhD,Self-employed,Single,4,Urban,15,144621,562,1299767,84,Yes,17445,879013,0.121,0
APP-02264,64,Master,Salaried,Married,1,Semiurban,39,147407,693,2702982,60,No,55364,438755,0.376,1
APP-02265,52,Master,Unemployed,Married,4,Urban,27,90133,561,2344642,12,No,217855,58028,2.417,0
APP-02266,23,Master,Self-employed,Married,2,Rural,0,79725,689,953554,36,Yes,32923,605246,0.413,0
APP-02267,49,Intermediate,Salaried,Married,2,Urban,21,196889,642,1160919,84,No,17071,1528848,0.087,1
APP-02268,60,Intermediate,Self-employed,Single,2,Semiurban,32,224339,820,2575594,84,Yes,34865,1788338,0.155,1
APP-02269,63,Bachelor,Business,Single,3,Rural,35,363593,634,2088832,48,No,53498,3086141,0.147,1
APP-02270,34,Bachelor,Salaried,Married,0,Rural,12,129006,486,1975247,12,No,193952,982046,1.503,1
APP-02271,36,Master,Salaried,Single,0,Urban,7,172609,742,2537504,48,No,66275,95587,0.384,1
APP-02272,38,Bachelor,Salaried,Married,3,Semiurban,16,210778,820,1812804,72,Yes,29355,1546661,0.139,1
APP-02273,24,Bachelor,Salaried,Married,4,Semiurban,1,157979,762,1354761,72,No,22740,1331663,0.144,1
APP-02274,49,Intermediate,Salaried,Married,3,Urban,21,199255,850,2939301,72,No,50338,738543,0.253,1
APP-02275,62,Bachelor,Salaried,Married,4,Rural,39,133808,642,2275596,84,No,31567,584738,0.236,1
APP-02276,40,Master,Salaried,Single,4,Urban,18,144175,733,1099223,24,No,50850,1171065,0.353,1
APP-02277,39,Intermediate,Business,Married,3,Urban,15,265928,448,2609125,72,No,41366,351798,0.156,0
APP-02278,41,Master,Business,Single,2,Urban,18,137788,587,2158063,84,Yes,31749,864311,0.23,0
APP-02279,56,Matric,Salaried,Single,4,Rural,31,156764,732,1593452,84,Yes,21231,960289,0.135,1
APP-02280,45,Matric,Business,Married,3,Urban,23,258848,534,591841,60,Yes,11447,1234929,0.044,0
APP-02281,61,Bachelor,Unemployed,Married,0,Semiurban,37,128844,579,820801,36,No,28099,478785,0.218,1
APP-02282,47,Matric,Salaried,Married,2,Urban,20,148424,635,2618296,72,No,40303,1252827,0.272,1
APP-02283,50,Intermediate,Self-employed,Single,3,Urban,25,236554,726,2031707,72,Yes,33088,15327,0.14,1
APP-02284,40,Matric,Salaried,Single,3,Semiurban,18,93285,618,1645062,48,No,42799,37281,0.459,0
APP-02285,58,Master,Salaried,Married,1,Semiurban,30,217396,628,2040798,72,No,32798,395757,0.151,1
APP-02286,28,Master,Salaried,Single,2,Urban,1,210607,659,2766078,24,No,143018,1745397,0.679,1
APP-02287,25,Intermediate,Business,Married,1,Urban,0,75036,850,2590513,12,No,233431,341868,3.111,1
APP-02288,48,Matric,Salaried,Single,3,Rural,26,104379,628,408067,24,No,19277,135185,0.185,1
APP-02289,59,Master,Salaried,Married,1,Semiurban,32,269493,546,1417927,24,No,64966,2400518,0.241,1
APP-02290,36,Master,Business,Married,4,Semiurban,11,136624,675,2901100,72,Yes,50230,445883,0.368,1
APP-02291,53,Master,Salaried,Single,4,Urban,27,212982,687,608186,72,Yes,10764,968012,0.051,1
APP-02292,43,Master,Salaried,Married,2,Rural,16,195324,803,2369784,48,Yes,61218,880375,0.313,1
APP-02293,31,Master,Salaried,Married,4,Rural,9,109441,631,2179950,36,No,78257,852134,0.715,0
APP-02294,34,Bachelor,Unemployed,Married,0,Semiurban,8,57331,593,2531743,36,No,81906,289423,1.429,0
APP-02295,53,Master,Salaried,Married,2,Semiurban,26,145689,473,2586183,36,No,85530,431247,0.587,0
APP-02296,27,Master,Salaried,Single,3,Semiurban,0,141047,500,621404,48,No,15408,1250220,0.109,1
APP-02297,26,Bachelor,Unemployed,Married,3,Rural,1,45618,576,1223614,48,No,29693,31984,0.651,0
APP-02298,35,Bachelor,Salaried,Married,2,Urban,7,75604,709,553717,12,No,51595,76856,0.682,1
APP-02299,62,Master,Salaried,Married,2,Urban,37,243628,629,567548,36,Yes,18483,1433560,0.076,1
APP-02300,52,Master,Self-employed,Single,2,Semiurban,23,223696,604,1411608,24,Yes,70039,95509,0.313,0
APP-02301,63,Matric,Salaried,Single,4,Urban,39,90937,719,1794567,48,No,45536,126490,0.501,0
APP-02302,23,Intermediate,Unemployed,Married,2,Urban,0,34102,508,376233,48,No,8744,249675,0.256,0
APP-02303,38,Bachelor,Salaried,Married,4,Semiurban,14,188777,733,2939652,72,Yes,49221,1240016,0.261,1
APP-02304,33,PhD,Salaried,Single,3,Semiurban,7,160627,475,2963554,36,Yes,93571,219175,0.583,0
APP-02305,55,Bachelor,Salaried,Single,3,Semiurban,32,160397,770,2120112,36,No,64852,375250,0.404,1
APP-02306,48,Bachelor,Salaried,Married,4,Semiurban,26,81539,681,577049,60,Yes,12255,384325,0.15,1
APP-02307,50,Intermediate,Business,Married,4,Rural,26,221730,658,2327600,36,No,74783,1290144,0.337,1
APP-02308,44,Bachelor,Salaried,Single,1,Urban,21,156473,832,975131,36,No,33508,269360,0.214,1
APP-02309,45,Master,Business,Married,4,Rural,19,156200,734,148068,48,No,3781,358439,0.024,1
APP-02310,57,Bachelor,Self-employed,Single,4,Urban,32,224137,637,412147,24,No,19104,1911894,0.085,1
APP-02311,24,Master,Self-employed,Married,1,Semiurban,0,229166,732,2510412,60,Yes,46547,2015867,0.203,1
APP-02312,55,Master,Salaried,Married,3,Urban,30,147137,593,2503482,60,No,53735,56537,0.365,1
APP-02313,39,Bachelor,Salaried,Single,3,Semiurban,10,125826,607,2536273,48,No,66979,1110180,0.532,0
APP-02314,58,Master,Unemployed,Single,0,Urban,31,107037,493,812608,84,Yes,11317,444361,0.106,0
APP-02315,61,Master,Self-employed,Single,3,Semiurban,38,221474,756,650050,48,Yes,15406,1079229,0.07,1
APP-02316,39,Bachelor,Salaried,Married,2,Semiurban,12,116053,580,1231521,24,No,66050,590686,0.569,1
APP-02317,58,PhD,Salaried,Single,3,Rural,34,183117,807,2875566,24,No,137948,1519512,0.753,1
APP-02318,46,Bachelor,Unemployed,Married,2,Urban,17,79884,525,1319725,72,Yes,21188,602580,0.265,0
APP-02319,52,Master,Self-employed,Married,3,Urban,28,249850,721,2550989,48,No,65672,1365511,0.263,1
APP-02320,41,Master,Salaried,Single,2,Urban,12,192073,470,1392661,12,Yes,144730,1483640,0.754,0
APP-02321,38,Bachelor,Salaried,Single,2,Semiurban,9,158419,624,2812311,24,No,150688,1224609,0.951,0
APP-02322,39,Bachelor,Salaried,Married,2,Urban,15,143585,689,551631,36,No,16756,321806,0.117,1
APP-02323,55,Intermediate,Self-employed,Single,3,Semiurban,27,113547,607,1781739,36,No,60341,818635,0.531,0
APP-02324,35,Intermediate,Business,Married,4,Urban,13,206652,526,775593,36,No,23579,1783235,0.114,1
APP-02325,47,Bachelor,Salaried,Married,3,Urban,24,168565,757,239674,24,Yes,12842,512571,0.076,1
APP-02326,39,Master,Salaried,Single,2,Semiurban,12,200038,589,1628602,60,Yes,29712,1309527,0.149,1
APP-02327,58,Bachelor,Business,Married,2,Semiurban,34,237480,726,1064393,12,Yes,110527,109662,0.465,0
APP-02328,33,Matric,Salaried,Married,0,Urban,8,107040,746,2095072,36,No,65716,229502,0.614,1
APP-02329,45,Bachelor,Salaried,Married,0,Semiurban,18,200593,719,1359126,60,Yes,24598,1136881,0.123,1
APP-02330,36,Bachelor,Business,Married,4,Semiurban,10,102804,721,817112,12,No,86665,799660,0.843,1
APP-02331,39,Bachelor,Salaried,Married,3,Urban,17,133704,562,2649543,24,Yes,131610,914832,0.984,0
APP-02332,38,Bachelor,Salaried,Married,2,Semiurban,14,121037,606,1757445,48,Yes,41609,427860,0.344,0
APP-02333,53,Intermediate,Salaried,Single,3,Rural,27,105290,655,550695,60,Yes,11834,235465,0.112,1
APP-02334,24,Bachelor,Self-employed,Married,3,Semiurban,2,99224,683,2942330,36,No,95751,824880,0.965,1
APP-02335,51,Bachelor,Self-employed,Married,1,Urban,27,168575,515,2880839,60,Yes,60356,1256912,0.358,0
APP-02336,44,Intermediate,Salaried,Single,2,Urban,19,169223,604,2602600,36,No,84650,1316833,0.5,0
APP-02337,26,Master,Salaried,Single,4,Urban,2,132023,712,1813662,72,No,31785,22754,0.241,1
APP-02338,40,Intermediate,Self-employed,Married,3,Urban,16,224274,636,2561902,24,No,117023,1692128,0.522,0
APP-02339,57,Intermediate,Salaried,Married,3,Urban,35,116652,603,184360,72,Yes,2800,401914,0.024,0
APP-02340,49,Matric,Self-employed,Married,4,Semiurban,25,255296,771,468241,48,Yes,12544,2150093,0.049,1
APP-02341,57,Matric,Salaried,Single,3,Rural,29,132675,618,1022867,24,Yes,50392,1117973,0.38,0
APP-02342,43,Bachelor,Business,Married,4,Semiurban,17,312121,653,2949191,60,No,55952,13796,0.179,1
APP-02343,37,Bachelor,Salaried,Married,2,Semiurban,13,120471,573,1890666,84,Yes,24661,172022,0.205,1
APP-02344,42,Bachelor,Salaried,Single,0,Urban,20,169918,679,232409,36,Yes,7654,987290,0.045,1
APP-02345,61,Master,Salaried,Single,2,Rural,37,247685,749,2317477,60,No,43750,2149926,0.177,1
APP-02346,30,Master,Salaried,Married,1,Semiurban,7,126281,612,383588,72,No,6848,243966,0.054,1
APP-02347,39,Intermediate,Self-employed,Married,1,Rural,17,231114,847,169131,60,Yes,3401,188253,0.015,1
APP-02348,37,Matric,Salaried,Single,1,Urban,10,97995,606,2205581,72,No,36929,820722,0.377,0
APP-02349,25,Intermediate,Salaried,Single,1,Urban,0,142118,520,1894591,48,No,42958,807170,0.302,1
APP-02350,43,Bachelor,Salaried,Married,4,Urban,16,98778,658,952522,12,No,87685,463132,0.888,1
APP-02351,32,Intermediate,Salaried,Married,3,Rural,4,75493,692,172858,84,No,2485,250899,0.033,1
APP-02352,28,Intermediate,Self-employed,Married,2,Semiurban,1,133585,581,590012,48,Yes,13444,568788,0.101,0
APP-02353,32,Matric,Business,Married,2,Rural,10,106699,483,1573913,72,No,25636,136492,0.24,0
APP-02354,48,Intermediate,Self-employed,Married,2,Semiurban,25,120077,524,1754863,24,Yes,88209,683606,0.735,0
APP-02355,35,Bachelor,Salaried,Single,1,Urban,6,126575,691,1329961,48,No,31691,910403,0.25,1
APP-02356,53,PhD,Self-employed,Single,0,Urban,26,253009,582,1012997,84,No,15265,1950486,0.06,1
APP-02357,30,Master,Self-employed,Single,4,Urban,4,254978,630,2898526,72,Yes,48247,1078136,0.189,0
APP-02358,33,Master,Salaried,Married,1,Urban,7,114258,595,189661,72,Yes,3192,733344,0.028,1
APP-02359,29,Bachelor,Business,Married,0,Semiurban,4,245083,602,2829565,84,Yes,41402,608819,0.169,1
APP-02360,27,Master,Salaried,Single,1,Semiurban,2,133551,796,2478663,48,No,59903,981255,0.449,1
APP-02361,44,Bachelor,Salaried,Married,2,Semiurban,19,133665,733,904446,60,Yes,17596,949320,0.132,1
APP-02362,27,Master,Salaried,Single,4,Urban,0,91603,678,2978536,48,No,80385,50564,0.878,0
APP-02363,47,Master,Salaried,Married,3,Rural,22,189912,709,2142589,72,No,38591,424082,0.203,1
APP-02364,61,Bachelor,Salaried,Married,4,Rural,39,154121,810,1522541,36,No,49293,944711,0.32,1
APP-02365,50,Bachelor,Salaried,Married,1,Semiurban,27,160795,842,209950,12,Yes,22743,561788,0.141,1
APP-02366,26,Master,Unemployed,Single,0,Urban,4,62095,543,583498,72,No,9171,544119,0.148,1
APP-02367,57,Intermediate,Business,Single,0,Rural,29,276227,782,2931079,24,No,149904,384315,0.543,1
APP-02368,52,Bachelor,Business,Married,1,Rural,27,269848,679,1383173,60,Yes,28264,941835,0.105,1
APP-02369,52,Matric,Salaried,Married,4,Semiurban,26,77554,604,1684311,24,No,83804,567089,1.081,0
APP-02370,24,Bachelor,Business,Married,0,Urban,2,297781,625,2985131,84,No,41262,2161609,0.139,1
APP-02371,22,Bachelor,Salaried,Married,2,Urban,0,60174,613,2167796,60,No,40964,174816,0.681,0
APP-02372,26,Bachelor,Business,Single,2,Semiurban,0,138945,669,1431565,48,Yes,35098,274673,0.253,1
APP-02373,42,Bachelor,Business,Married,3,Rural,16,163416,785,1447816,60,No,28089,391485,0.172,1
APP-02374,37,Bachelor,Business,Married,2,Urban,15,191460,770,2415185,84,No,36360,350278,0.19,1
